,FIPS,state,county,tract,pop_90,hh_90,white_90,total_25_col_9th_90,total_25_col_12th_90,total_25_col_hs_90,total_25_col_sc_90,total_25_col_ad_90,total_25_col_bd_90,total_25_col_gd_90,I_5000_90,I_10000_90,I_12500_90,I_15000_90,I_17500_90,I_20000_90,I_22500_90,I_25000_90,I_27500_90,I_30000_90,I_32500_90,I_35000_90,I_37500_90,I_40000_90,I_42500_90,I_45000_90,I_47500_90,I_50000_90,I_55000_90,I_60000_90,I_75000_90,I_100000_90,I_125000_90,I_150000_90,I_150001_90,hinc_90,ohu_90,rhu_90,mrent_90,mhval_90
55879,49003960100,49,003,960100,2435,667,2435,1179,34,140,533,313,72,70,667,50,45,34,23,24,16,30,39,30,32,41,14,42,35,31,28,14,17,38,32,30,16,4,0,30640,662,532,359,57100
55880,49003960200,49,003,960200,5387,1507,5387,2658,103,325,1043,674,183,278,1507,46,114,58,42,79,62,72,51,81,39,106,74,70,89,98,65,50,29,94,47,88,28,13,6,32618,1507,1294,345,60000
55881,49003960300,49,003,960300,4754,1484,4754,2466,94,297,954,636,122,267,1484,51,119,65,28,48,59,69,33,87,61,54,81,127,87,92,41,36,40,89,38,106,46,8,10,34599,1461,1126,321,61600
55882,49003960400,49,003,960400,4041,1141,4041,2026,105,381,717,479,117,174,1141,42,100,31,28,48,58,49,31,45,64,83,54,43,46,70,73,31,33,67,45,76,13,9,0,32244,1131,952,317,64300
55883,49003960500,49,003,960500,3957,1304,3957,2176,83,296,624,622,189,282,1304,59,129,21,40,79,49,66,45,73,60,83,53,54,78,93,35,39,50,33,60,61,37,0,0,30934,1290,921,322,61900
55884,49003960600,49,003,960600,6266,1892,6266,3429,115,304,859,950,232,679,1892,56,102,63,68,24,24,57,89,86,24,120,144,115,106,97,79,67,53,108,98,187,98,6,2,36935,1889,1527,383,70800
55885,49003960700,49,003,960700,5675,1879,5675,3192,134,462,976,869,117,453,1879,92,131,48,57,77,90,79,45,91,106,139,107,93,79,85,38,56,71,133,78,81,58,30,15,32221,1810,1302,358,65100
55886,49003960800,49,003,960800,3970,1186,3970,2104,80,202,731,574,98,306,1186,27,68,27,30,40,54,75,42,68,53,86,44,68,60,69,26,29,39,68,65,79,44,15,0,33807,1204,999,339,70700
55913,49011125101,49,011,125101,5059,1289,5059,2330,22,161,639,840,184,383,1289,16,26,21,22,37,28,49,48,49,36,61,54,73,65,99,60,52,55,150,70,130,73,4,4,41503,1262,1149,429,89300
55914,49011125102,49,011,125102,3069,820,3069,1606,9,114,303,538,111,347,820,0,17,8,24,11,16,25,12,28,35,31,24,38,18,13,30,6,12,63,44,119,96,78,13,54911,822,749,424,111300
55915,49011125200,49,011,125200,5372,1205,5372,2079,41,71,483,949,164,245,1205,0,6,59,108,210,154,128,117,58,67,56,62,39,18,14,20,14,7,17,13,19,19,0,0,21279,1197,0,381,0
55916,49011125301,49,011,125301,5115,1734,5115,2931,109,475,1095,814,159,209,1734,34,127,48,92,105,66,121,56,109,61,136,100,70,108,49,57,32,78,124,52,103,0,6,0,30882,1701,1198,420,54300
55917,49011125302,49,011,125302,8317,2084,8317,3806,41,299,1144,1329,373,537,2084,8,57,54,65,50,72,76,76,90,82,154,107,124,225,124,104,65,66,164,33,186,78,24,0,37800,2090,1841,513,63400
55918,49011125401,49,011,125401,3268,847,3268,1606,79,132,549,409,132,256,847,18,48,14,17,26,13,13,6,92,62,64,60,47,40,54,61,15,29,6,43,85,24,4,0,34604,846,771,391,75500
55919,49011125402,49,011,125402,5117,1255,5117,2328,10,201,790,787,204,275,1255,0,62,23,26,49,52,72,60,147,60,105,97,37,45,82,37,61,57,27,27,56,59,7,0,31821,1288,1062,400,61600
55920,49011125500,49,011,125500,10208,2918,10208,4785,98,489,1567,1518,428,556,2918,117,186,81,81,107,120,140,168,206,127,145,191,192,187,142,90,79,56,162,90,190,46,15,0,32172,2835,2213,423,64600
55921,49011125600,49,011,125600,1628,22,1628,46,10,0,0,14,0,22,22,0,14,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8040,32,0,360,0
55922,49011125700,49,011,125700,5965,2154,5965,3259,188,401,1256,1010,182,191,2154,161,235,133,147,85,89,147,87,171,133,138,106,85,81,72,44,5,16,31,33,75,56,24,0,24799,2154,1170,357,57200
55923,49011125801,49,011,125801,5764,1735,5764,2895,91,361,1032,903,197,268,1735,60,59,61,47,85,84,96,93,106,67,177,55,91,80,118,71,70,36,128,59,78,3,11,0,31547,1724,1062,425,59200
55924,49011125802,49,011,125802,9219,3653,9219,4935,151,631,1481,1532,356,547,3653,164,174,154,140,196,244,272,229,298,262,286,154,189,182,140,74,95,63,132,55,101,42,7,0,27127,3731,1749,375,64400
55925,49011125804,49,011,125804,5037,1282,5037,2425,7,63,417,841,238,645,1282,7,0,0,0,11,7,21,28,13,26,46,63,60,26,36,73,45,58,170,111,267,136,53,19,53373,1261,1193,787,94100
55926,49011125903,49,011,125903,8519,2488,8519,4313,122,361,1104,1512,297,605,2488,160,159,52,116,14,46,114,67,129,113,127,90,120,114,72,73,120,83,180,85,239,145,47,0,36187,2491,1887,353,73500
55927,49011125904,49,011,125904,5141,1414,5141,2656,34,154,662,867,235,494,1414,23,32,21,13,34,33,24,24,53,29,81,102,93,56,66,68,45,75,122,71,228,82,9,8,43346,1398,1237,529,88000
55928,49011126000,49,011,126000,7009,2076,7009,3522,97,459,1255,1063,259,313,2076,63,90,107,76,152,127,133,120,131,104,114,78,82,112,75,63,82,44,108,55,130,16,14,0,28438,2060,1624,388,60300
55929,49011126101,49,011,126101,5532,1557,5532,2808,30,197,615,714,199,769,1557,64,116,41,56,36,14,48,47,56,29,70,75,42,53,77,43,40,55,123,69,236,96,25,30,41023,1563,1177,267,86400
55930,49011126102,49,011,126102,5546,1510,5546,2703,22,126,656,861,210,643,1510,28,76,50,65,63,26,85,71,76,63,39,46,57,47,78,47,42,59,128,40,200,57,39,16,38032,1492,1158,387,74000
55931,49011126103,49,011,126103,4351,1036,4351,1919,10,41,310,618,254,493,1036,8,29,0,14,17,5,18,19,42,41,55,42,80,96,101,28,62,50,121,40,100,56,6,0,41287,1063,973,584,86500
55932,49011126104,49,011,126104,912,245,912,426,59,28,57,151,11,77,245,0,11,6,28,8,0,22,14,5,20,6,0,6,0,7,14,6,14,0,15,35,28,0,0,36042,230,207,607,97000
55933,49011126201,49,011,126201,7008,1663,7008,3271,57,166,488,1099,244,877,1663,34,29,45,39,30,54,53,42,33,38,101,71,69,82,73,38,49,57,113,115,230,146,64,36,45026,1691,1399,445,96800
55934,49011126202,49,011,126202,1423,336,1423,636,26,13,75,200,90,142,336,0,0,14,6,0,13,9,5,25,8,0,7,19,29,10,0,7,21,11,25,46,63,11,0,49405,348,312,397,107000
55935,49011126300,49,011,126300,23,7,23,7,0,0,0,7,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16250,6,6,0,112500
55936,49011126301,49,011,126301,7328,1631,7328,3183,0,111,589,938,306,903,1631,12,26,5,38,13,60,52,42,30,25,123,72,65,67,93,74,40,50,173,145,251,107,38,10,46156,1662,1562,584,90400
55937,49011126302,49,011,126302,6530,1938,6530,3316,11,250,855,1099,230,570,1938,28,90,49,64,59,130,112,98,77,91,60,82,50,62,92,54,76,39,143,120,252,68,28,10,36450,1946,1512,396,83300
55938,49011126401,49,011,126401,8630,2464,8630,4289,39,307,914,1486,404,755,2464,45,118,89,60,86,40,57,104,119,131,69,145,73,90,122,117,65,84,192,125,313,136,28,17,40123,2529,1726,400,90400
55939,49011126402,49,011,126402,2166,512,2166,1012,0,16,91,259,69,372,512,4,0,0,5,0,10,9,0,5,0,16,0,11,17,0,24,30,26,24,47,71,96,47,20,65030,508,495,953,165500
55940,49011126500,49,011,126500,6531,1791,6531,3513,58,187,676,1019,207,976,1791,11,40,54,44,33,21,22,58,90,94,104,88,84,71,99,54,49,53,154,97,207,188,22,24,42058,1784,1648,527,89300
55941,49011126600,49,011,126600,4566,1604,4566,2577,34,265,803,722,285,347,1604,79,152,66,9,84,78,95,96,124,61,96,120,56,58,52,42,33,49,67,49,107,19,0,0,28279,1602,981,409,66200
55942,49011126700,49,011,126700,3743,1400,3743,2170,75,292,638,627,137,330,1400,81,119,106,89,74,103,80,95,90,52,59,38,60,40,52,12,57,24,43,43,58,8,8,9,23763,1395,713,351,64500
55943,49011126801,49,011,126801,3298,940,3298,1884,23,60,386,598,159,479,940,4,30,10,6,4,39,30,34,0,32,44,38,18,51,34,53,21,24,73,31,156,86,60,27,49792,946,863,422,107800
55944,49011126802,49,011,126802,5555,1390,5555,2877,41,41,555,853,287,781,1390,6,12,14,4,30,14,22,22,64,22,73,28,16,33,53,58,35,40,139,82,289,167,76,39,55556,1446,1363,813,106200
55945,49011126901,49,011,126901,5756,1983,5756,3254,93,314,790,1020,290,549,1983,49,84,93,131,106,139,83,87,123,123,75,100,70,55,81,115,55,72,90,56,114,15,27,31,29461,1996,1221,389,69100
55946,49011126902,49,011,126902,5412,1805,5412,3200,43,311,857,1025,253,517,1805,22,129,46,85,102,33,72,101,141,107,72,43,64,94,114,35,140,15,42,116,142,71,10,9,32240,1767,1190,435,75000
55947,49011127001,49,011,127001,7115,1929,7115,3428,26,298,1142,1009,431,356,1929,53,64,92,27,50,88,69,63,85,81,129,80,65,134,156,60,108,76,97,108,164,53,15,0,37845,1876,1628,384,71900
55948,49011127002,49,011,127002,2709,926,2709,1507,69,267,372,449,115,186,926,49,42,56,49,49,27,66,36,49,36,31,61,48,75,43,26,24,66,24,30,28,11,0,0,30323,856,672,415,64000
55975,49029970100,49,029,970100,4360,1237,4360,2261,39,168,855,636,121,331,1237,52,77,51,27,55,32,70,53,67,50,72,48,58,45,51,45,49,46,41,58,109,54,15,3,33151,1230,1012,363,76800
55976,49029970200,49,029,970200,1168,318,1168,598,12,64,222,153,46,62,318,12,12,6,18,13,12,18,11,20,12,18,15,13,10,37,8,23,0,25,0,21,0,14,0,33667,325,274,256,85600
55980,49035100100,49,035,100100,1458,560,1458,830,125,181,299,165,34,12,560,102,94,90,32,41,40,26,7,15,17,13,15,31,7,0,0,10,12,0,0,8,0,0,0,12333,529,187,275,37500
55981,49035100200,49,035,100200,897,354,897,626,21,14,106,143,11,155,354,0,37,21,0,5,20,13,16,13,0,0,5,18,14,12,11,0,28,12,6,45,50,5,7,43182,349,258,564,163700
55982,49035100302,49,035,100302,150,54,150,132,0,22,43,24,24,5,54,0,0,17,0,0,0,0,24,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,23542,45,45,0,0
55983,49035100303,49,035,100303,177,61,177,103,0,24,62,11,6,0,61,0,5,7,0,0,0,6,5,0,0,0,0,18,0,0,5,0,0,0,0,9,6,0,0,36042,73,48,196,72000
55984,49035100304,49,035,100304,8563,2732,8563,4258,238,697,997,1171,583,435,2732,185,280,172,78,97,87,152,155,162,123,116,154,135,94,116,83,87,57,107,59,116,95,0,13,27469,2786,1126,362,63200
55985,49035100400,49,035,100400,3270,1152,3270,2135,104,359,854,473,186,121,1152,25,87,60,62,31,68,61,95,99,55,52,52,77,59,49,29,37,26,32,30,35,21,5,0,27197,1168,1020,484,53300
55986,49035100500,49,035,100500,5356,2127,5356,3249,125,516,1074,981,211,289,2127,45,202,124,159,152,184,153,132,193,139,88,125,60,27,47,18,79,51,23,8,95,23,0,0,23343,2136,1209,324,50200
55987,49035100600,49,035,100600,4967,1837,4967,3124,406,723,1076,553,102,178,1837,155,243,185,119,116,136,126,68,87,93,83,67,48,55,41,45,51,16,30,45,24,0,4,0,19347,1794,1206,333,45300
55988,49035100700,49,035,100700,2807,1348,2807,1718,181,242,206,508,78,367,1348,198,237,177,71,61,51,68,74,45,35,43,40,35,17,25,7,8,25,27,29,48,20,7,0,14683,1372,300,290,67500
55989,49035100800,49,035,100800,2202,1380,2202,1805,70,193,383,502,120,340,1380,71,209,131,113,93,75,54,80,72,48,58,38,73,17,53,14,28,23,35,20,19,20,17,12,19933,1378,275,356,84600
55990,49035100900,49,035,100900,2252,663,2252,1363,9,6,143,229,46,471,663,22,0,8,0,10,0,13,8,6,10,6,6,16,5,0,24,10,17,36,42,64,157,70,16,78171,674,641,1001,196900
55991,49035101000,49,035,101000,3185,1415,3185,2178,13,90,232,601,165,626,1415,26,69,59,80,58,71,93,102,92,31,61,61,44,24,44,47,51,35,54,38,151,71,23,0,31086,1421,858,380,89100
55992,49035101100,49,035,101100,5031,2914,5031,3440,35,235,522,913,269,847,2914,242,463,288,224,155,155,217,57,218,86,105,26,121,56,69,38,41,12,60,65,73,78,20,8,18871,2937,661,302,81100
55993,49035101200,49,035,101200,3951,2061,3951,2625,7,100,337,609,227,701,2061,157,306,196,89,138,110,107,54,77,44,107,53,69,38,36,24,30,29,90,38,109,96,10,10,20806,2082,805,315,90500
55994,49035101300,49,035,101300,1873,494,1873,937,0,10,54,111,13,352,494,0,0,0,5,0,7,0,6,14,0,6,0,0,8,11,16,14,21,0,8,45,108,53,50,93384,471,424,1001,262500
55995,49035101400,49,035,101400,3648,894,3648,1426,17,23,52,415,124,453,894,127,132,85,71,89,83,57,38,37,25,54,17,15,1,7,26,0,0,16,0,8,0,6,0,15899,870,13,309,37500
55996,49035101500,49,035,101500,3147,1655,3147,1861,57,55,190,437,122,582,1655,214,296,86,104,110,94,111,60,88,60,52,25,59,15,56,14,14,13,26,34,71,46,7,0,17965,1646,319,323,77700
55997,49035101600,49,035,101600,3454,1796,3454,2227,15,114,305,612,126,579,1796,159,222,120,105,153,82,157,77,70,87,102,48,34,82,70,18,8,31,25,25,62,51,0,8,20908,1801,530,367,70100
55998,49035101700,49,035,101700,3102,1702,3102,2005,97,140,322,464,168,488,1702,163,333,277,136,68,70,134,86,62,0,74,44,19,42,12,36,8,10,53,8,17,21,7,4,13934,1685,260,305,60800
55999,49035101800,49,035,101800,2606,1288,2606,1519,57,254,272,486,116,224,1288,128,200,131,91,110,61,95,70,99,50,61,28,21,8,36,21,12,7,16,6,37,0,0,0,17136,1202,307,310,46500
56000,49035101900,49,035,101900,1774,1110,1774,1238,62,201,302,288,36,209,1110,196,243,132,77,62,44,40,12,30,23,60,26,33,16,22,8,6,0,19,11,23,27,0,0,12197,1176,141,278,87000
56001,49035102000,49,035,102000,2572,1169,2572,1433,196,253,385,314,94,144,1169,158,262,132,94,127,53,56,52,31,43,21,24,37,10,10,0,19,0,6,13,9,7,5,0,13364,1072,207,280,45000
56002,49035102100,49,035,102100,1100,759,1100,797,57,117,181,203,65,139,759,175,243,56,31,53,33,56,21,5,0,6,10,0,6,0,5,14,0,6,0,26,5,0,8,8713,819,26,240,151600
56003,49035102200,49,035,102200,578,442,578,518,26,0,134,64,27,169,442,43,65,16,12,14,40,16,23,16,8,8,8,7,34,8,0,0,15,24,10,23,21,0,0,24130,458,174,391,0
56004,49035102300,49,035,102300,2659,1183,2659,1881,145,467,444,459,121,179,1183,230,346,143,47,79,58,26,27,27,55,32,0,7,27,15,0,14,9,18,0,15,8,0,0,10271,1201,151,243,42700
56005,49035102400,49,035,102400,521,164,521,338,56,57,134,59,21,0,164,20,43,13,18,9,0,27,4,13,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,13333,185,68,327,37000
56006,49035102500,49,035,102500,929,370,929,805,90,222,258,139,26,54,370,122,158,32,13,0,7,10,5,0,0,7,0,0,0,0,0,0,0,16,0,0,0,0,0,6110,360,10,172,37500
56007,49035102600,49,035,102600,3238,1125,3238,2033,267,546,617,361,62,137,1125,111,291,118,110,55,107,38,51,24,13,85,27,17,9,17,5,7,12,2,4,9,13,0,0,13466,1113,610,329,37900
56008,49035102700,49,035,102700,6166,2387,6166,3527,380,961,1135,664,171,147,2387,307,383,174,181,205,132,79,110,176,97,25,31,96,77,17,74,42,0,32,12,100,24,0,0,16811,2408,1185,337,45600
56009,49035102800,49,035,102800,7519,2532,7519,4179,331,1011,1474,795,206,235,2532,132,293,163,142,213,155,140,181,172,155,84,79,91,66,129,24,76,40,78,55,42,13,9,0,22887,2476,1586,402,44900
56010,49035102900,49,035,102900,2744,1141,2744,1756,196,468,445,420,69,87,1141,127,227,118,89,53,83,52,51,56,43,41,13,10,41,37,10,30,14,16,0,12,18,0,0,15448,1135,448,329,42200
56011,49035103000,49,035,103000,2790,1226,2790,1831,148,367,571,367,193,143,1226,96,184,136,125,108,63,79,71,44,44,47,19,44,5,30,35,18,12,34,9,4,10,0,0,16667,1178,664,347,47000
56012,49035103100,49,035,103100,4065,1657,4065,2486,102,491,744,564,169,305,1657,137,127,131,162,162,103,83,103,85,88,64,56,81,79,24,31,0,23,17,11,53,17,11,9,20196,1679,869,336,49300
56013,49035103200,49,035,103200,4506,2039,4506,3036,250,595,882,692,190,328,2039,223,469,185,140,126,82,111,68,77,72,85,95,39,21,31,41,23,29,31,37,33,5,16,0,15050,2065,932,302,45200
56014,49035103300,49,035,103300,3567,1720,3567,2269,117,319,520,613,126,447,1720,129,284,158,91,147,104,96,64,81,71,90,37,56,55,46,36,32,13,51,52,20,7,0,0,18726,1729,699,315,58300
56015,49035103400,49,035,103400,4245,1799,4245,2796,68,279,636,821,189,563,1799,114,204,151,67,75,90,134,103,104,87,81,22,95,47,91,36,41,44,76,36,49,26,18,8,24066,1822,1008,358,59600
56016,49035103500,49,035,103500,4155,1715,4155,2648,82,186,505,567,214,660,1715,71,157,60,63,147,84,74,40,143,34,127,50,37,65,31,39,48,62,60,39,81,119,36,13,28860,1722,986,368,70800
56017,49035103600,49,035,103600,2852,1052,2852,1785,16,49,137,463,77,560,1052,28,47,15,35,34,33,50,26,56,23,35,33,42,35,48,6,29,33,58,45,93,109,71,23,41771,1061,832,481,114000
56018,49035103700,49,035,103700,2634,1195,2634,1854,14,46,257,415,149,544,1195,30,103,18,35,39,49,49,27,57,77,86,32,51,59,45,37,25,47,70,41,100,72,22,0,34648,1093,859,461,86000
56019,49035103800,49,035,103800,2323,925,2323,1523,28,92,286,444,97,340,925,31,53,22,19,43,58,51,44,36,45,62,46,43,36,33,26,33,29,62,49,43,55,6,0,32440,1000,617,401,79600
56020,49035103900,49,035,103900,3601,1423,3601,2313,31,204,516,568,142,497,1423,29,100,66,99,35,108,64,57,31,33,67,61,48,65,70,19,57,67,129,55,99,40,12,5,33422,1416,1083,384,76500
56021,49035104000,49,035,104000,3184,1201,3184,2098,24,39,340,565,125,639,1201,7,66,40,50,64,35,28,67,34,38,64,41,49,51,71,30,60,38,83,35,107,82,28,6,38358,1208,1018,532,97400
56022,49035104100,49,035,104100,3121,1115,3121,1872,4,29,145,443,95,694,1115,29,51,25,21,67,26,53,45,26,29,36,36,40,26,13,54,29,20,26,67,174,108,40,30,44097,1105,863,534,119300
56023,49035104200,49,035,104200,6583,2373,6583,4304,21,72,390,947,143,1493,2373,55,56,63,48,21,75,73,75,46,55,33,69,53,29,72,42,67,27,115,105,311,253,181,125,60280,2375,1943,492,180500
56024,49035104300,49,035,104300,2625,1253,2625,1843,20,75,350,494,133,524,1253,52,75,59,77,63,75,86,79,63,85,67,55,39,11,56,39,35,13,45,30,81,38,17,0,27401,1265,643,413,82500
56025,49035104400,49,035,104400,2111,665,2111,1227,6,38,167,276,66,427,665,23,7,12,6,5,14,48,24,27,14,18,33,10,13,6,6,12,32,41,64,72,46,59,16,52608,659,559,475,151600
56026,49035104500,49,035,104500,1431,558,1431,917,15,102,218,233,42,198,558,18,47,6,11,21,53,43,35,33,40,23,19,16,22,5,22,17,31,12,22,49,5,0,0,28250,512,381,385,80500
56027,49035104600,49,035,104600,1053,445,1053,646,15,76,216,183,44,97,445,29,73,19,39,30,40,13,11,37,16,13,6,22,6,13,5,11,12,35,9,6,0,0,0,19531,510,249,316,51500
56028,49035104700,49,035,104700,4862,1904,4862,3207,80,255,659,975,297,594,1904,63,141,101,44,144,74,124,120,95,52,144,58,45,98,88,37,77,64,57,80,117,49,16,8,29712,1957,1425,435,71600
56029,49035104800,49,035,104800,5031,2120,5031,3365,160,353,755,1064,147,676,2120,52,184,105,128,126,125,107,125,95,147,113,88,110,79,74,102,29,47,63,55,74,71,7,14,27721,2091,1528,394,66900
56030,49035104900,49,035,104900,2945,1195,2945,1794,111,292,539,448,107,235,1195,38,164,136,66,85,94,101,56,60,54,80,13,51,29,21,26,20,12,14,37,38,0,0,0,20359,1213,575,373,49200
56031,49035110102,49,035,110102,4050,1124,4050,2309,21,142,296,699,115,724,1124,29,16,24,13,0,6,11,6,19,18,46,22,21,20,27,7,13,7,72,46,170,215,131,66,71658,1114,905,819,162000
56032,49035110103,49,035,110103,2807,1006,2807,1889,11,68,286,456,93,545,1006,0,24,0,13,22,28,38,35,15,48,35,27,41,21,50,35,30,34,83,34,136,82,73,34,50372,1032,921,559,111700
56033,49035110104,49,035,110104,5481,1790,5481,3581,18,49,425,961,139,1133,1790,16,47,29,31,57,25,18,20,43,24,47,30,39,53,60,40,31,26,119,84,241,261,218,96,62846,1776,1671,675,154400
56034,49035110200,49,035,110200,5262,1812,5262,3298,46,291,819,892,222,653,1812,6,79,80,57,39,92,104,39,79,82,114,87,111,44,125,76,72,50,121,95,164,67,11,0,36081,1807,1501,492,77700
56035,49035110300,49,035,110300,5483,2100,5483,3504,60,377,774,986,211,774,2100,52,172,132,138,88,76,113,70,110,94,109,39,57,110,115,20,77,83,55,93,173,73,25,0,30115,2088,1461,431,72800
56036,49035110400,49,035,110400,6451,2532,6451,4197,150,372,875,1060,231,943,2532,93,242,76,114,189,144,156,121,87,176,85,73,112,31,64,26,43,60,90,91,146,117,101,58,28125,2538,1597,417,96300
56037,49035110500,49,035,110500,6309,2028,6309,3942,60,181,751,971,221,1037,2028,17,70,50,54,97,59,91,91,85,48,57,76,132,55,46,38,36,33,110,112,307,223,91,17,41739,2025,1748,434,94200
56038,49035110600,49,035,110600,5765,1862,5765,3493,45,91,733,926,294,890,1862,40,66,64,37,46,47,103,92,51,80,91,59,56,73,57,30,72,77,80,91,234,185,61,19,41140,1872,1691,538,93000
56039,49035110700,49,035,110700,7078,2606,7078,4470,39,404,1017,1269,213,1092,2606,115,117,141,101,90,182,153,102,146,60,91,155,132,45,135,72,42,106,125,93,193,78,86,0,32581,2556,1738,409,92800
56040,49035110800,49,035,110800,4709,1933,4709,3057,157,168,829,791,178,643,1933,29,156,119,165,104,105,136,94,132,74,81,73,69,45,76,41,29,65,87,18,76,96,27,18,26108,1938,1064,378,95000
56041,49035110900,49,035,110900,4815,1529,4815,2857,33,109,492,910,142,801,1529,15,30,40,38,27,68,45,66,76,33,49,53,53,33,49,44,62,25,91,85,189,193,47,68,46835,1511,1244,566,124000
56042,49035111001,49,035,111001,4642,1475,4642,2710,43,73,453,802,95,810,1475,24,86,43,23,93,38,16,65,38,54,57,43,32,29,28,25,10,49,81,75,182,136,113,22,49209,1402,1153,470,140300
56043,49035111002,49,035,111002,3953,1404,3953,2232,18,84,400,676,198,644,1404,36,72,21,48,41,35,114,58,51,58,84,88,62,39,55,64,58,37,80,68,126,65,15,12,34886,1440,800,443,81600
56044,49035111101,49,035,111101,6418,2520,6418,4292,92,335,1226,1379,350,592,2520,29,233,107,104,88,104,187,134,135,102,106,170,176,29,110,81,103,24,63,98,141,152,8,15,30873,2490,1863,542,83300
56045,49035111102,49,035,111102,5806,2394,5806,3798,25,212,803,1107,271,967,2394,47,119,72,76,154,180,120,75,126,135,116,70,136,117,77,67,66,119,85,57,127,111,69,0,32004,2474,1277,408,93000
56046,49035111103,49,035,111103,5807,2117,5807,3833,42,242,946,1197,268,794,2117,41,79,59,48,65,51,133,90,88,61,72,98,54,81,70,26,86,35,156,168,196,188,91,7,41375,2135,1790,484,99300
56047,49035111200,49,035,111200,6858,2287,6858,3774,30,269,941,1169,274,704,2287,49,154,67,132,50,111,76,106,109,97,169,91,96,70,131,77,103,55,109,66,182,138,19,22,33146,2317,1406,438,79500
56048,49035111302,49,035,111302,7269,2015,7269,3863,89,285,716,1229,234,911,2015,23,35,42,64,47,36,56,44,40,39,75,73,81,65,120,103,95,37,198,158,225,250,71,18,46697,2020,1777,689,89600
56049,49035111303,49,035,111303,6000,1754,6000,3264,37,163,588,1001,288,737,1754,18,48,21,40,12,38,58,44,59,40,79,48,65,81,103,88,81,51,101,90,306,178,42,36,46080,1720,1458,521,93700
56050,49035111304,49,035,111304,3682,970,3682,1858,13,56,305,570,186,505,970,0,22,17,24,21,5,18,33,23,30,41,14,18,13,52,11,59,24,61,69,135,98,106,41,54909,950,770,566,136200
56051,49035111400,49,035,111400,6063,2518,6063,3635,179,685,1267,878,249,263,2518,152,430,184,194,159,204,141,74,104,123,171,69,102,56,104,25,41,21,67,36,31,20,10,0,19216,2550,1050,323,47700
56052,49035111500,49,035,111500,1346,611,1346,778,78,223,189,222,35,18,611,52,95,42,94,33,59,12,24,44,10,14,14,28,0,6,0,8,6,27,5,32,6,0,0,16705,659,169,332,42300
56053,49035111600,49,035,111600,3827,1766,3827,2049,134,508,651,462,85,156,1766,171,339,124,130,163,144,144,79,102,43,78,17,31,50,14,24,29,0,18,20,40,6,0,0,16825,1671,306,357,51200
56054,49035111700,49,035,111700,7149,3002,7149,4212,315,835,1192,1085,292,320,3002,233,514,321,188,156,151,160,171,126,121,161,116,113,64,55,74,63,8,48,93,41,15,0,0,18974,3005,1027,348,58300
56055,49035111800,49,035,111800,6886,2818,6886,4442,104,766,1184,1271,301,621,2818,128,337,171,166,171,146,148,255,300,129,124,86,62,69,40,101,49,58,87,33,65,62,22,0,23892,2774,1519,372,64700
56056,49035111901,49,035,111901,6405,2890,6405,4196,66,403,1148,1269,253,752,2890,102,246,157,155,160,272,108,161,177,109,195,104,99,76,84,104,91,89,123,40,134,45,24,28,26186,2903,933,428,76400
56057,49035111902,49,035,111902,5803,2447,5803,3576,101,342,1012,1093,186,757,2447,106,132,97,82,116,81,194,176,249,149,194,95,52,58,84,79,55,45,140,66,109,65,16,7,27405,2448,1152,398,74400
56058,49035112000,49,035,112000,7068,3292,7068,4561,76,595,1352,1242,296,662,3292,196,273,187,130,300,132,368,193,176,240,91,58,160,46,131,33,101,33,113,84,97,97,30,8,23277,3273,1392,381,74600
56059,49035112100,49,035,112100,7288,2554,7288,3891,70,690,994,1091,216,657,2554,113,130,93,117,158,107,130,160,110,110,196,52,109,160,109,55,56,63,119,95,172,107,14,19,30625,2518,1330,399,84300
56060,49035112201,49,035,112201,4665,1404,4665,2608,64,345,816,748,162,370,1404,17,62,79,29,34,33,32,66,70,73,93,57,103,91,101,43,66,51,97,39,103,26,27,12,36383,1418,1279,496,70900
56061,49035112202,49,035,112202,3400,1361,3400,2186,61,441,762,579,125,183,1361,80,94,115,99,64,94,72,81,68,69,40,68,38,59,56,26,30,31,20,57,70,16,0,0,24429,1354,959,393,58700
56062,49035112301,49,035,112301,3640,1284,3640,2202,42,211,668,628,161,393,1284,60,49,31,81,67,78,71,88,6,46,74,60,69,58,57,14,14,36,70,42,88,51,23,13,32196,1308,911,368,81100
56063,49035112302,49,035,112302,4128,1396,4128,2500,36,225,659,729,179,465,1396,15,58,26,32,93,67,68,73,101,56,74,70,59,43,62,48,37,52,64,33,127,63,14,24,33750,1410,1007,406,79900
56064,49035112401,49,035,112401,6419,2631,6419,3432,341,657,1154,740,156,322,2631,285,374,274,135,151,136,213,219,186,71,128,108,51,40,44,67,67,10,67,5,0,0,0,0,19274,2669,877,343,52200
56065,49035112402,49,035,112402,5327,1866,5327,3034,228,554,1058,645,162,271,1866,102,168,137,118,123,113,137,115,111,75,75,29,88,54,58,54,43,38,56,32,67,33,6,14,23261,1899,1234,374,61300
